sa4,age,sex,education,ingp,unemployment
Mornington Peninsula,50-59 years,Male,hs_not_finished,Indigenous,0
Mornington Peninsula,50-59 years,Male,hs_not_finished,Non-Indigenous,394
Mornington Peninsula,50-59 years,Female,hs_finished,Indigenous,3
Mornington Peninsula,50-59 years,Female,hs_finished,Non-Indigenous,267
Mornington Peninsula,50-59 years,Female,hs_not_finished,Indigenous,4
Mornington Peninsula,50-59 years,Female,hs_not_finished,Non-Indigenous,330
Mornington Peninsula,60-69 years,Male,hs_finished,Indigenous,0
Mornington Peninsula,60-69 years,Male,hs_finished,Non-Indigenous,190
Mornington Peninsula,60-69 years,Male,hs_not_finished,Indigenous,0
Mornington Peninsula,60-69 years,Male,hs_not_finished,Non-Indigenous,201
Mornington Peninsula,60-69 years,Female,hs_finished,Indigenous,0
Mornington Peninsula,60-69 years,Female,hs_finished,Non-Indigenous,110
Mornington Peninsula,60-69 years,Female,hs_not_finished,Indigenous,0
Mornington Peninsula,60-69 years,Female,hs_not_finished,Non-Indigenous,153
Mornington Peninsula,70-79 years,Male,hs_finished,Indigenous,0
Mornington Peninsula,70-79 years,Male,hs_finished,Non-Indigenous,36
Mornington Peninsula,70-79 years,Male,hs_not_finished,Indigenous,0
Mornington Peninsula,70-79 years,Male,hs_not_finished,Non-Indigenous,7
Mornington Peninsula,70-79 years,Female,hs_finished,Indigenous,0
Mornington Peninsula,70-79 years,Female,hs_finished,Non-Indigenous,11
Mornington Peninsula,70-79 years,Female,hs_not_finished,Indigenous,0
Mornington Peninsula,70-79 years,Female,hs_not_finished,Non-Indigenous,8
Mornington Peninsula,80-89 years,Male,hs_finished,Indigenous,0
Mornington Peninsula,80-89 years,Male,hs_finished,Non-Indigenous,0
Mornington Peninsula,80-89 years,Male,hs_not_finished,Indigenous,0
Mornington Peninsula,80-89 years,Male,hs_not_finished,Non-Indigenous,3
Mornington Peninsula,80-89 years,Female,hs_finished,Indigenous,0
Mornington Peninsula,80-89 years,Female,hs_finished,Non-Indigenous,0
Mornington Peninsula,80-89 years,Female,hs_not_finished,Indigenous,0
Mornington Peninsula,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Mornington Peninsula,90-99 years,Male,hs_finished,Indigenous,0
Mornington Peninsula,90-99 years,Male,hs_finished,Non-Indigenous,0
Mornington Peninsula,90-99 years,Male,hs_not_finished,Indigenous,0
Mornington Peninsula,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Mornington Peninsula,90-99 years,Female,hs_finished,Indigenous,0
Mornington Peninsula,90-99 years,Female,hs_finished,Non-Indigenous,0
Mornington Peninsula,90-99 years,Female,hs_not_finished,Indigenous,0
Mornington Peninsula,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Mornington Peninsula,100 years and over,Male,hs_finished,Indigenous,0
Mornington Peninsula,100 years and over,Male,hs_finished,Non-Indigenous,0
Mornington Peninsula,100 years and over,Male,hs_not_finished,Indigenous,0
Mornington Peninsula,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Mornington Peninsula,100 years and over,Female,hs_finished,Indigenous,0
Mornington Peninsula,100 years and over,Female,hs_finished,Non-Indigenous,0
Mornington Peninsula,100 years and over,Female,hs_not_finished,Indigenous,0
Mornington Peninsula,100 years and over,Female,hs_not_finished,Non-Indigenous,0
North West,15-19 years,Male,hs_finished,Indigenous,0
North West,15-19 years,Male,hs_finished,Non-Indigenous,104
North West,15-19 years,Male,hs_not_finished,Indigenous,16
North West,15-19 years,Male,hs_not_finished,Non-Indigenous,227
North West,15-19 years,Female,hs_finished,Indigenous,6
North West,15-19 years,Female,hs_finished,Non-Indigenous,74
North West,15-19 years,Female,hs_not_finished,Indigenous,11
North West,15-19 years,Female,hs_not_finished,Non-Indigenous,195
North West,20-29 years,Male,hs_finished,Indigenous,16
North West,20-29 years,Male,hs_finished,Non-Indigenous,213
North West,20-29 years,Male,hs_not_finished,Indigenous,30
North West,20-29 years,Male,hs_not_finished,Non-Indigenous,328
North West,20-29 years,Female,hs_finished,Indigenous,9
North West,20-29 years,Female,hs_finished,Non-Indigenous,218
North West,20-29 years,Female,hs_not_finished,Indigenous,30
North West,20-29 years,Female,hs_not_finished,Non-Indigenous,171
North West,30-39 years,Male,hs_finished,Indigenous,0
North West,30-39 years,Male,hs_finished,Non-Indigenous,126
North West,30-39 years,Male,hs_not_finished,Indigenous,14
North West,30-39 years,Male,hs_not_finished,Non-Indigenous,237
North West,30-39 years,Female,hs_finished,Indigenous,5
North West,30-39 years,Female,hs_finished,Non-Indigenous,139
North West,30-39 years,Female,hs_not_finished,Indigenous,22
North West,30-39 years,Female,hs_not_finished,Non-Indigenous,125
North West,40-49 years,Male,hs_finished,Indigenous,0
North West,40-49 years,Male,hs_finished,Non-Indigenous,94
North West,40-49 years,Male,hs_not_finished,Indigenous,16
North West,40-49 years,Male,hs_not_finished,Non-Indigenous,247
North West,40-49 years,Female,hs_finished,Indigenous,5
North West,40-49 years,Female,hs_finished,Non-Indigenous,97
North West,40-49 years,Female,hs_not_finished,Indigenous,20
North West,40-49 years,Female,hs_not_finished,Non-Indigenous,179
North West,50-59 years,Male,hs_finished,Indigenous,6
North West,50-59 years,Male,hs_finished,Non-Indigenous,73
North West,50-59 years,Male,hs_not_finished,Indigenous,9
North West,50-59 years,Male,hs_not_finished,Non-Indigenous,287
North West,50-59 years,Female,hs_finished,Indigenous,3
North West,50-59 years,Female,hs_finished,Non-Indigenous,74
North West,50-59 years,Female,hs_not_finished,Indigenous,8
North West,50-59 years,Female,hs_not_finished,Non-Indigenous,167
North West,60-69 years,Male,hs_finished,Indigenous,4
North West,60-69 years,Male,hs_finished,Non-Indigenous,48
North West,60-69 years,Male,hs_not_finished,Indigenous,0
North West,60-69 years,Male,hs_not_finished,Non-Indigenous,134
North West,60-69 years,Female,hs_finished,Indigenous,0
North West,60-69 years,Female,hs_finished,Non-Indigenous,31
North West,60-69 years,Female,hs_not_finished,Indigenous,0
North West,60-69 years,Female,hs_not_finished,Non-Indigenous,56
North West,70-79 years,Male,hs_finished,Indigenous,0
North West,70-79 years,Male,hs_finished,Non-Indigenous,3
North West,70-79 years,Male,hs_not_finished,Indigenous,0
North West,70-79 years,Male,hs_not_finished,Non-Indigenous,5
North West,70-79 years,Female,hs_finished,Indigenous,0
North West,70-79 years,Female,hs_finished,Non-Indigenous,6
North West,70-79 years,Female,hs_not_finished,Indigenous,0
North West,70-79 years,Female,hs_not_finished,Non-Indigenous,0
North West,80-89 years,Male,hs_finished,Indigenous,0
North West,80-89 years,Male,hs_finished,Non-Indigenous,0
North West,80-89 years,Male,hs_not_finished,Indigenous,0
North West,80-89 years,Male,hs_not_finished,Non-Indigenous,0
North West,80-89 years,Female,hs_finished,Indigenous,0
North West,80-89 years,Female,hs_finished,Non-Indigenous,0
North West,80-89 years,Female,hs_not_finished,Indigenous,0
North West,80-89 years,Female,hs_not_finished,Non-Indigenous,4
North West,90-99 years,Male,hs_finished,Indigenous,0
North West,90-99 years,Male,hs_finished,Non-Indigenous,0
North West,90-99 years,Male,hs_not_finished,Indigenous,0
North West,90-99 years,Male,hs_not_finished,Non-Indigenous,0
North West,90-99 years,Female,hs_finished,Indigenous,0
North West,90-99 years,Female,hs_finished,Non-Indigenous,0
North West,90-99 years,Female,hs_not_finished,Indigenous,0
North West,90-99 years,Female,hs_not_finished,Non-Indigenous,0
North West,100 years and over,Male,hs_finished,Indigenous,0
North West,100 years and over,Male,hs_finished,Non-Indigenous,0
North West,100 years and over,Male,hs_not_finished,Indigenous,0
North West,100 years and over,Male,hs_not_finished,Non-Indigenous,0
North West,100 years and over,Female,hs_finished,Indigenous,0
North West,100 years and over,Female,hs_finished,Non-Indigenous,0
North West,100 years and over,Female,hs_not_finished,Indigenous,0
North West,100 years and over,Female,hs_not_finished,Non-Indigenous,5
Shepparton,15-19 years,Male,hs_finished,Indigenous,4
Shepparton,15-19 years,Male,hs_finished,Non-Indigenous,88
Shepparton,15-19 years,Male,hs_not_finished,Indigenous,11
Shepparton,15-19 years,Male,hs_not_finished,Non-Indigenous,238
Shepparton,15-19 years,Female,hs_finished,Indigenous,0
Shepparton,15-19 years,Female,hs_finished,Non-Indigenous,68
Shepparton,15-19 years,Female,hs_not_finished,Indigenous,11
Shepparton,15-19 years,Female,hs_not_finished,Non-Indigenous,219
Shepparton,20-29 years,Male,hs_finished,Indigenous,11
Shepparton,20-29 years,Male,hs_finished,Non-Indigenous,207
Shepparton,20-29 years,Male,hs_not_finished,Indigenous,37
Shepparton,20-29 years,Male,hs_not_finished,Non-Indigenous,240
Shepparton,20-29 years,Female,hs_finished,Indigenous,12
Shepparton,20-29 years,Female,hs_finished,Non-Indigenous,182
Shepparton,20-29 years,Female,hs_not_finished,Indigenous,10
Shepparton,20-29 years,Female,hs_not_finished,Non-Indigenous,147
Shepparton,30-39 years,Male,hs_finished,Indigenous,0
Shepparton,30-39 years,Male,hs_finished,Non-Indigenous,81
Shepparton,30-39 years,Male,hs_not_finished,Indigenous,12
Shepparton,30-39 years,Male,hs_not_finished,Non-Indigenous,184
Shepparton,30-39 years,Female,hs_finished,Indigenous,8
Shepparton,30-39 years,Female,hs_finished,Non-Indigenous,111
Shepparton,30-39 years,Female,hs_not_finished,Indigenous,6
Shepparton,30-39 years,Female,hs_not_finished,Non-Indigenous,116
Shepparton,40-49 years,Male,hs_finished,Indigenous,0
Shepparton,40-49 years,Male,hs_finished,Non-Indigenous,65
Shepparton,40-49 years,Male,hs_not_finished,Indigenous,8
Shepparton,40-49 years,Male,hs_not_finished,Non-Indigenous,180
Shepparton,40-49 years,Female,hs_finished,Indigenous,0
Shepparton,40-49 years,Female,hs_finished,Non-Indigenous,115
Shepparton,40-49 years,Female,hs_not_finished,Indigenous,10
Shepparton,40-49 years,Female,hs_not_finished,Non-Indigenous,151
Shepparton,50-59 years,Male,hs_finished,Indigenous,0
Shepparton,50-59 years,Male,hs_finished,Non-Indigenous,73
Shepparton,50-59 years,Male,hs_not_finished,Indigenous,0
Shepparton,50-59 years,Male,hs_not_finished,Non-Indigenous,179
Shepparton,50-59 years,Female,hs_finished,Indigenous,0
Shepparton,50-59 years,Female,hs_finished,Non-Indigenous,47
Shepparton,50-59 years,Female,hs_not_finished,Indigenous,7
Shepparton,50-59 years,Female,hs_not_finished,Non-Indigenous,140
Shepparton,60-69 years,Male,hs_finished,Indigenous,0
Shepparton,60-69 years,Male,hs_finished,Non-Indigenous,40
Shepparton,60-69 years,Male,hs_not_finished,Indigenous,0
Shepparton,60-69 years,Male,hs_not_finished,Non-Indigenous,98
Shepparton,60-69 years,Female,hs_finished,Indigenous,0
Shepparton,60-69 years,Female,hs_finished,Non-Indigenous,31
Shepparton,60-69 years,Female,hs_not_finished,Indigenous,0
Shepparton,60-69 years,Female,hs_not_finished,Non-Indigenous,46
Shepparton,70-79 years,Male,hs_finished,Indigenous,0
Shepparton,70-79 years,Male,hs_finished,Non-Indigenous,0
Shepparton,70-79 years,Male,hs_not_finished,Indigenous,0
Shepparton,70-79 years,Male,hs_not_finished,Non-Indigenous,0
Shepparton,70-79 years,Female,hs_finished,Indigenous,0
Shepparton,70-79 years,Female,hs_finished,Non-Indigenous,0
Shepparton,70-79 years,Female,hs_not_finished,Indigenous,0
Shepparton,70-79 years,Female,hs_not_finished,Non-Indigenous,0
Shepparton,80-89 years,Male,hs_finished,Indigenous,0
Shepparton,80-89 years,Male,hs_finished,Non-Indigenous,0
Shepparton,80-89 years,Male,hs_not_finished,Indigenous,0
Shepparton,80-89 years,Male,hs_not_finished,Non-Indigenous,0
Shepparton,80-89 years,Female,hs_finished,Indigenous,0
Shepparton,80-89 years,Female,hs_finished,Non-Indigenous,0
Shepparton,80-89 years,Female,hs_not_finished,Indigenous,0
Shepparton,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Shepparton,90-99 years,Male,hs_finished,Indigenous,0
Shepparton,90-99 years,Male,hs_finished,Non-Indigenous,0
Shepparton,90-99 years,Male,hs_not_finished,Indigenous,0
Shepparton,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Shepparton,90-99 years,Female,hs_finished,Indigenous,0
Shepparton,90-99 years,Female,hs_finished,Non-Indigenous,0
Shepparton,90-99 years,Female,hs_not_finished,Indigenous,0
Shepparton,90-99 years,Female,hs_not_finished,Non-Indigenous,5
Shepparton,100 years and over,Male,hs_finished,Indigenous,0
Shepparton,100 years and over,Male,hs_finished,Non-Indigenous,0
Shepparton,100 years and over,Male,hs_not_finished,Indigenous,0
Shepparton,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Shepparton,100 years and over,Female,hs_finished,Indigenous,0
Shepparton,100 years and over,Female,hs_finished,Non-Indigenous,0
Shepparton,100 years and over,Female,hs_not_finished,Indigenous,0
Shepparton,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Warrnambool and South West,15-19 years,Male,hs_finished,Indigenous,3
Warrnambool and South West,15-19 years,Male,hs_finished,Non-Indigenous,87
Warrnambool and South West,15-19 years,Male,hs_not_finished,Indigenous,3
Warrnambool and South West,15-19 years,Male,hs_not_finished,Non-Indigenous,153
Warrnambool and South West,15-19 years,Female,hs_finished,Indigenous,5
Warrnambool and South West,15-19 years,Female,hs_finished,Non-Indigenous,63
Warrnambool and South West,15-19 years,Female,hs_not_finished,Indigenous,7
Warrnambool and South West,15-19 years,Female,hs_not_finished,Non-Indigenous,141
Warrnambool and South West,20-29 years,Male,hs_finished,Indigenous,6
Warrnambool and South West,20-29 years,Male,hs_finished,Non-Indigenous,164
Warrnambool and South West,20-29 years,Male,hs_not_finished,Indigenous,22
Warrnambool and South West,20-29 years,Male,hs_not_finished,Non-Indigenous,207
Warrnambool and South West,20-29 years,Female,hs_finished,Indigenous,5
Warrnambool and South West,20-29 years,Female,hs_finished,Non-Indigenous,163
Warrnambool and South West,20-29 years,Female,hs_not_finished,Indigenous,8
Warrnambool and South West,20-29 years,Female,hs_not_finished,Non-Indigenous,92
Warrnambool and South West,30-39 years,Male,hs_finished,Indigenous,0
Warrnambool and South West,30-39 years,Male,hs_finished,Non-Indigenous,80
Warrnambool and South West,30-39 years,Male,hs_not_finished,Indigenous,3
Warrnambool and South West,30-39 years,Male,hs_not_finished,Non-Indigenous,136
Warrnambool and South West,30-39 years,Female,hs_finished,Indigenous,0
Warrnambool and South West,30-39 years,Female,hs_finished,Non-Indigenous,94
Warrnambool and South West,30-39 years,Female,hs_not_finished,Indigenous,4
Warrnambool and South West,30-39 years,Female,hs_not_finished,Non-Indigenous,79
Warrnambool and South West,40-49 years,Male,hs_finished,Indigenous,0
Warrnambool and South West,40-49 years,Male,hs_finished,Non-Indigenous,70
Warrnambool and South West,40-49 years,Male,hs_not_finished,Indigenous,0
Warrnambool and South West,40-49 years,Male,hs_not_finished,Non-Indigenous,146
Warrnambool and South West,40-49 years,Female,hs_finished,Indigenous,0
Warrnambool and South West,40-49 years,Female,hs_finished,Non-Indigenous,81
Warrnambool and South West,40-49 years,Female,hs_not_finished,Indigenous,3
Warrnambool and South West,40-49 years,Female,hs_not_finished,Non-Indigenous,140
Warrnambool and South West,50-59 years,Male,hs_finished,Indigenous,0
Warrnambool and South West,50-59 years,Male,hs_finished,Non-Indigenous,48
Warrnambool and South West,50-59 years,Male,hs_not_finished,Indigenous,0
Warrnambool and South West,50-59 years,Male,hs_not_finished,Non-Indigenous,185
Warrnambool and South West,50-59 years,Female,hs_finished,Indigenous,0
Warrnambool and South West,50-59 years,Female,hs_finished,Non-Indigenous,81
Warrnambool and South West,50-59 years,Female,hs_not_finished,Indigenous,3
Warrnambool and South West,50-59 years,Female,hs_not_finished,Non-Indigenous,139
Warrnambool and South West,60-69 years,Male,hs_finished,Indigenous,0
Warrnambool and South West,60-69 years,Male,hs_finished,Non-Indigenous,40
Warrnambool and South West,60-69 years,Male,hs_not_finished,Indigenous,0
Warrnambool and South West,60-69 years,Male,hs_not_finished,Non-Indigenous,86
Warrnambool and South West,60-69 years,Female,hs_finished,Indigenous,0
Warrnambool and South West,60-69 years,Female,hs_finished,Non-Indigenous,37
Warrnambool and South West,60-69 years,Female,hs_not_finished,Indigenous,0
Warrnambool and South West,60-69 years,Female,hs_not_finished,Non-Indigenous,55
Warrnambool and South West,70-79 years,Male,hs_finished,Indigenous,0
Warrnambool and South West,70-79 years,Male,hs_finished,Non-Indigenous,0
Warrnambool and South West,70-79 years,Male,hs_not_finished,Indigenous,0
Warrnambool and South West,70-79 years,Male,hs_not_finished,Non-Indigenous,0
Warrnambool and South West,70-79 years,Female,hs_finished,Indigenous,0
Warrnambool and South West,70-79 years,Female,hs_finished,Non-Indigenous,0
Warrnambool and South West,70-79 years,Female,hs_not_finished,Indigenous,0
Warrnambool and South West,70-79 years,Female,hs_not_finished,Non-Indigenous,0
Warrnambool and South West,80-89 years,Male,hs_finished,Indigenous,0
Warrnambool and South West,80-89 years,Male,hs_finished,Non-Indigenous,0
Warrnambool and South West,80-89 years,Male,hs_not_finished,Indigenous,0
Warrnambool and South West,80-89 years,Male,hs_not_finished,Non-Indigenous,3
Warrnambool and South West,80-89 years,Female,hs_finished,Indigenous,0
Warrnambool and South West,80-89 years,Female,hs_finished,Non-Indigenous,0
Warrnambool and South West,80-89 years,Female,hs_not_finished,Indigenous,0
Warrnambool and South West,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Warrnambool and South West,90-99 years,Male,hs_finished,Indigenous,0
Warrnambool and South West,90-99 years,Male,hs_finished,Non-Indigenous,0
Warrnambool and South West,90-99 years,Male,hs_not_finished,Indigenous,0
Warrnambool and South West,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Warrnambool and South West,90-99 years,Female,hs_finished,Indigenous,0
Warrnambool and South West,90-99 years,Female,hs_finished,Non-Indigenous,0
Warrnambool and South West,90-99 years,Female,hs_not_finished,Indigenous,0
Warrnambool and South West,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Warrnambool and South West,100 years and over,Male,hs_finished,Indigenous,0
Warrnambool and South West,100 years and over,Male,hs_finished,Non-Indigenous,0
Warrnambool and South West,100 years and over,Male,hs_not_finished,Indigenous,0
Warrnambool and South West,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Warrnambool and South West,100 years and over,Female,hs_finished,Indigenous,0
Warrnambool and South West,100 years and over,Female,hs_finished,Non-Indigenous,0
Warrnambool and South West,100 years and over,Female,hs_not_finished,Indigenous,0
Warrnambool and South West,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Female,hs_not_finished,Non-Indigenous,0
No Usual Address (Vic.),15-19 years,Male,hs_finished,Indigenous,0
No Usual Address (Vic.),15-19 years,Male,hs_finished,Non-Indigenous,4
No Usual Address (Vic.),15-19 years,Male,hs_not_finished,Indigenous,0
No Usual Address (Vic.),15-19 years,Male,hs_not_finished,Non-Indigenous,19
No Usual Address (Vic.),15-19 years,Female,hs_finished,Indigenous,0
No Usual Address (Vic.),15-19 years,Female,hs_finished,Non-Indigenous,8
No Usual Address (Vic.),15-19 years,Female,hs_not_finished,Indigenous,0
No Usual Address (Vic.),15-19 years,Female,hs_not_finished,Non-Indigenous,9
No Usual Address (Vic.),20-29 years,Male,hs_finished,Indigenous,0
No Usual Address (Vic.),20-29 years,Male,hs_finished,Non-Indigenous,71
No Usual Address (Vic.),20-29 years,Male,hs_not_finished,Indigenous,0
No Usual Address (Vic.),20-29 years,Male,hs_not_finished,Non-Indigenous,37
No Usual Address (Vic.),20-29 years,Female,hs_finished,Indigenous,0
No Usual Address (Vic.),20-29 years,Female,hs_finished,Non-Indigenous,80
No Usual Address (Vic.),20-29 years,Female,hs_not_finished,Indigenous,0
No Usual Address (Vic.),20-29 years,Female,hs_not_finished,Non-Indigenous,12
No Usual Address (Vic.),30-39 years,Male,hs_finished,Indigenous,0
No Usual Address (Vic.),30-39 years,Male,hs_finished,Non-Indigenous,51
No Usual Address (Vic.),30-39 years,Male,hs_not_finished,Indigenous,0
No Usual Address (Vic.),30-39 years,Male,hs_not_finished,Non-Indigenous,40
No Usual Address (Vic.),30-39 years,Female,hs_finished,Indigenous,0
No Usual Address (Vic.),30-39 years,Female,hs_finished,Non-Indigenous,44
No Usual Address (Vic.),30-39 years,Female,hs_not_finished,Indigenous,0
No Usual Address (Vic.),30-39 years,Female,hs_not_finished,Non-Indigenous,12
No Usual Address (Vic.),40-49 years,Male,hs_finished,Indigenous,0
No Usual Address (Vic.),40-49 years,Male,hs_finished,Non-Indigenous,31
No Usual Address (Vic.),40-49 years,Male,hs_not_finished,Indigenous,0
No Usual Address (Vic.),40-49 years,Male,hs_not_finished,Non-Indigenous,28
