sa4,age,sex,education,ingp,unemployment,labour_force
North West,90-99 years,Female,hs_not_finished,Indigenous,0,0
North West,90-99 years,Female,hs_not_finished,Non-Indigenous,0,15
North West,100 years and over,Male,hs_finished,Indigenous,0,0
North West,100 years and over,Male,hs_finished,Non-Indigenous,0,0
North West,100 years and over,Male,hs_not_finished,Indigenous,0,0
North West,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
North West,100 years and over,Female,hs_finished,Indigenous,0,0
North West,100 years and over,Female,hs_finished,Non-Indigenous,0,0
North West,100 years and over,Female,hs_not_finished,Indigenous,0,0
North West,100 years and over,Female,hs_not_finished,Non-Indigenous,5,8
Shepparton,15-19 years,Male,hs_finished,Indigenous,0,18
Shepparton,15-19 years,Male,hs_finished,Non-Indigenous,82,578
Shepparton,15-19 years,Male,hs_not_finished,Indigenous,8,36
Shepparton,15-19 years,Male,hs_not_finished,Non-Indigenous,239,1484
Shepparton,15-19 years,Female,hs_finished,Indigenous,0,18
Shepparton,15-19 years,Female,hs_finished,Non-Indigenous,63,686
Shepparton,15-19 years,Female,hs_not_finished,Indigenous,23,38
Shepparton,15-19 years,Female,hs_not_finished,Non-Indigenous,218,1366
Shepparton,20-29 years,Male,hs_finished,Indigenous,11,69
Shepparton,20-29 years,Male,hs_finished,Non-Indigenous,206,2989
Shepparton,20-29 years,Male,hs_not_finished,Indigenous,41,114
Shepparton,20-29 years,Male,hs_not_finished,Non-Indigenous,245,2283
Shepparton,20-29 years,Female,hs_finished,Indigenous,8,78
Shepparton,20-29 years,Female,hs_finished,Non-Indigenous,183,3578
Shepparton,20-29 years,Female,hs_not_finished,Indigenous,7,39
Shepparton,20-29 years,Female,hs_not_finished,Non-Indigenous,146,999
Shepparton,30-39 years,Male,hs_finished,Indigenous,0,25
Shepparton,30-39 years,Male,hs_finished,Non-Indigenous,82,2840
Shepparton,30-39 years,Male,hs_not_finished,Indigenous,11,67
Shepparton,30-39 years,Male,hs_not_finished,Non-Indigenous,188,2420
Shepparton,30-39 years,Female,hs_finished,Indigenous,8,67
Shepparton,30-39 years,Female,hs_finished,Non-Indigenous,111,3564
Shepparton,30-39 years,Female,hs_not_finished,Indigenous,4,41
Shepparton,30-39 years,Female,hs_not_finished,Non-Indigenous,124,1148
Shepparton,40-49 years,Male,hs_finished,Indigenous,0,26
Shepparton,40-49 years,Male,hs_finished,Non-Indigenous,67,2520
Shepparton,40-49 years,Male,hs_not_finished,Indigenous,8,81
Shepparton,40-49 years,Male,hs_not_finished,Non-Indigenous,176,3783
Shepparton,40-49 years,Female,hs_finished,Indigenous,0,37
Shepparton,40-49 years,Female,hs_finished,Non-Indigenous,113,3466
Shepparton,40-49 years,Female,hs_not_finished,Indigenous,12,75
Shepparton,40-49 years,Female,hs_not_finished,Non-Indigenous,166,2598
Shepparton,50-59 years,Male,hs_finished,Indigenous,0,7
Shepparton,50-59 years,Male,hs_finished,Non-Indigenous,69,1641
Shepparton,50-59 years,Male,hs_not_finished,Indigenous,0,73
Shepparton,50-59 years,Male,hs_not_finished,Non-Indigenous,171,4933
Shepparton,50-59 years,Female,hs_finished,Indigenous,0,11
Shepparton,50-59 years,Female,hs_finished,Non-Indigenous,53,2232
Shepparton,50-59 years,Female,hs_not_finished,Indigenous,6,64
Shepparton,50-59 years,Female,hs_not_finished,Non-Indigenous,125,3912
Shepparton,60-69 years,Male,hs_finished,Indigenous,0,10
Shepparton,60-69 years,Male,hs_finished,Non-Indigenous,44,1024
Shepparton,60-69 years,Male,hs_not_finished,Indigenous,0,31
Shepparton,60-69 years,Male,hs_not_finished,Non-Indigenous,94,2701
Shepparton,60-69 years,Female,hs_finished,Indigenous,0,0
Shepparton,60-69 years,Female,hs_finished,Non-Indigenous,28,895
Shepparton,60-69 years,Female,hs_not_finished,Indigenous,0,25
Shepparton,60-69 years,Female,hs_not_finished,Non-Indigenous,54,1953
Shepparton,70-79 years,Male,hs_finished,Indigenous,0,0
Shepparton,70-79 years,Male,hs_finished,Non-Indigenous,0,143
Shepparton,70-79 years,Male,hs_not_finished,Indigenous,0,0
Shepparton,70-79 years,Male,hs_not_finished,Non-Indigenous,0,550
Shepparton,70-79 years,Female,hs_finished,Indigenous,0,4
Shepparton,70-79 years,Female,hs_finished,Non-Indigenous,0,80
Shepparton,70-79 years,Female,hs_not_finished,Indigenous,0,0
Shepparton,70-79 years,Female,hs_not_finished,Non-Indigenous,0,262
Shepparton,80-89 years,Male,hs_finished,Indigenous,0,0
Shepparton,80-89 years,Male,hs_finished,Non-Indigenous,0,18
Shepparton,80-89 years,Male,hs_not_finished,Indigenous,0,0
Shepparton,80-89 years,Male,hs_not_finished,Non-Indigenous,0,108
Shepparton,80-89 years,Female,hs_finished,Indigenous,0,0
Shepparton,80-89 years,Female,hs_finished,Non-Indigenous,0,17
Shepparton,80-89 years,Female,hs_not_finished,Indigenous,0,0
Shepparton,80-89 years,Female,hs_not_finished,Non-Indigenous,0,41
Shepparton,90-99 years,Male,hs_finished,Indigenous,0,0
Shepparton,90-99 years,Male,hs_finished,Non-Indigenous,0,0
Shepparton,90-99 years,Male,hs_not_finished,Indigenous,0,0
Shepparton,90-99 years,Male,hs_not_finished,Non-Indigenous,0,13
Shepparton,90-99 years,Female,hs_finished,Indigenous,0,0
Shepparton,90-99 years,Female,hs_finished,Non-Indigenous,0,0
Shepparton,90-99 years,Female,hs_not_finished,Indigenous,0,0
Shepparton,90-99 years,Female,hs_not_finished,Non-Indigenous,5,3
Shepparton,100 years and over,Male,hs_finished,Indigenous,0,0
Shepparton,100 years and over,Male,hs_finished,Non-Indigenous,0,0
Shepparton,100 years and over,Male,hs_not_finished,Indigenous,0,0
Shepparton,100 years and over,Male,hs_not_finished,Non-Indigenous,0,5
Shepparton,100 years and over,Female,hs_finished,Indigenous,0,0
Shepparton,100 years and over,Female,hs_finished,Non-Indigenous,0,5
Shepparton,100 years and over,Female,hs_not_finished,Indigenous,0,0
Shepparton,100 years and over,Female,hs_not_finished,Non-Indigenous,0,5
Warrnambool and South West,15-19 years,Male,hs_finished,Indigenous,3,10
Warrnambool and South West,15-19 years,Male,hs_finished,Non-Indigenous,85,615
Warrnambool and South West,15-19 years,Male,hs_not_finished,Indigenous,3,32
Warrnambool and South West,15-19 years,Male,hs_not_finished,Non-Indigenous,148,1399
Warrnambool and South West,15-19 years,Female,hs_finished,Indigenous,5,11
Warrnambool and South West,15-19 years,Female,hs_finished,Non-Indigenous,59,701
Warrnambool and South West,15-19 years,Female,hs_not_finished,Indigenous,9,35
Warrnambool and South West,15-19 years,Female,hs_not_finished,Non-Indigenous,148,1258
Warrnambool and South West,20-29 years,Male,hs_finished,Indigenous,8,45
Warrnambool and South West,20-29 years,Male,hs_finished,Non-Indigenous,161,2942
Warrnambool and South West,20-29 years,Male,hs_not_finished,Indigenous,14,73
Warrnambool and South West,20-29 years,Male,hs_not_finished,Non-Indigenous,201,2320
Warrnambool and South West,20-29 years,Female,hs_finished,Indigenous,10,41
Warrnambool and South West,20-29 years,Female,hs_finished,Non-Indigenous,158,3362
Warrnambool and South West,20-29 years,Female,hs_not_finished,Indigenous,9,24
Warrnambool and South West,20-29 years,Female,hs_not_finished,Non-Indigenous,97,933
Warrnambool and South West,30-39 years,Male,hs_finished,Indigenous,0,15
Warrnambool and South West,30-39 years,Male,hs_finished,Non-Indigenous,81,2763
Warrnambool and South West,30-39 years,Male,hs_not_finished,Indigenous,3,28
Warrnambool and South West,30-39 years,Male,hs_not_finished,Non-Indigenous,136,2323
Warrnambool and South West,30-39 years,Female,hs_finished,Indigenous,0,31
Warrnambool and South West,30-39 years,Female,hs_finished,Non-Indigenous,95,3521
Warrnambool and South West,30-39 years,Female,hs_not_finished,Indigenous,8,18
Warrnambool and South West,30-39 years,Female,hs_not_finished,Non-Indigenous,81,1055
Warrnambool and South West,40-49 years,Male,hs_finished,Indigenous,0,18
Warrnambool and South West,40-49 years,Male,hs_finished,Non-Indigenous,63,2710
Warrnambool and South West,40-49 years,Male,hs_not_finished,Indigenous,0,25
Warrnambool and South West,40-49 years,Male,hs_not_finished,Non-Indigenous,150,3443
Warrnambool and South West,40-49 years,Female,hs_finished,Indigenous,0,31
Warrnambool and South West,40-49 years,Female,hs_finished,Non-Indigenous,84,3720
Warrnambool and South West,40-49 years,Female,hs_not_finished,Indigenous,0,37
Warrnambool and South West,40-49 years,Female,hs_not_finished,Non-Indigenous,134,2404
Warrnambool and South West,50-59 years,Male,hs_finished,Indigenous,0,17
Warrnambool and South West,50-59 years,Male,hs_finished,Non-Indigenous,50,1889
Warrnambool and South West,50-59 years,Male,hs_not_finished,Indigenous,0,41
Warrnambool and South West,50-59 years,Male,hs_not_finished,Non-Indigenous,176,4890
Warrnambool and South West,50-59 years,Female,hs_finished,Indigenous,0,10
Warrnambool and South West,50-59 years,Female,hs_finished,Non-Indigenous,80,2810
Warrnambool and South West,50-59 years,Female,hs_not_finished,Indigenous,3,32
Warrnambool and South West,50-59 years,Female,hs_not_finished,Non-Indigenous,137,3784
Warrnambool and South West,60-69 years,Male,hs_finished,Indigenous,0,0
Warrnambool and South West,60-69 years,Male,hs_finished,Non-Indigenous,42,1241
Warrnambool and South West,60-69 years,Male,hs_not_finished,Indigenous,0,9
Warrnambool and South West,60-69 years,Male,hs_not_finished,Non-Indigenous,78,2830
Warrnambool and South West,60-69 years,Female,hs_finished,Indigenous,0,3
Warrnambool and South West,60-69 years,Female,hs_finished,Non-Indigenous,37,1055
Warrnambool and South West,60-69 years,Female,hs_not_finished,Indigenous,0,13
Warrnambool and South West,60-69 years,Female,hs_not_finished,Non-Indigenous,41,2021
Warrnambool and South West,70-79 years,Male,hs_finished,Indigenous,0,0
Warrnambool and South West,70-79 years,Male,hs_finished,Non-Indigenous,0,223
Warrnambool and South West,70-79 years,Male,hs_not_finished,Indigenous,0,0
Warrnambool and South West,70-79 years,Male,hs_not_finished,Non-Indigenous,0,677
Warrnambool and South West,70-79 years,Female,hs_finished,Indigenous,0,0
Warrnambool and South West,70-79 years,Female,hs_finished,Non-Indigenous,0,113
Warrnambool and South West,70-79 years,Female,hs_not_finished,Indigenous,0,0
Warrnambool and South West,70-79 years,Female,hs_not_finished,Non-Indigenous,0,351
Warrnambool and South West,80-89 years,Male,hs_finished,Indigenous,0,0
Warrnambool and South West,80-89 years,Male,hs_finished,Non-Indigenous,0,28
Warrnambool and South West,80-89 years,Male,hs_not_finished,Indigenous,0,0
Warrnambool and South West,80-89 years,Male,hs_not_finished,Non-Indigenous,3,134
Warrnambool and South West,80-89 years,Female,hs_finished,Indigenous,0,0
Warrnambool and South West,80-89 years,Female,hs_finished,Non-Indigenous,0,19
Warrnambool and South West,80-89 years,Female,hs_not_finished,Indigenous,0,0
Warrnambool and South West,80-89 years,Female,hs_not_finished,Non-Indigenous,0,43
Warrnambool and South West,90-99 years,Male,hs_finished,Indigenous,0,0
Warrnambool and South West,90-99 years,Male,hs_finished,Non-Indigenous,0,5
Warrnambool and South West,90-99 years,Male,hs_not_finished,Indigenous,0,0
Warrnambool and South West,90-99 years,Male,hs_not_finished,Non-Indigenous,0,21
Warrnambool and South West,90-99 years,Female,hs_finished,Indigenous,0,0
Warrnambool and South West,90-99 years,Female,hs_finished,Non-Indigenous,0,9
Warrnambool and South West,90-99 years,Female,hs_not_finished,Indigenous,0,0
Warrnambool and South West,90-99 years,Female,hs_not_finished,Non-Indigenous,0,12
Warrnambool and South West,100 years and over,Male,hs_finished,Indigenous,0,0
Warrnambool and South West,100 years and over,Male,hs_finished,Non-Indigenous,0,0
Warrnambool and South West,100 years and over,Male,hs_not_finished,Indigenous,0,0
Warrnambool and South West,100 years and over,Male,hs_not_finished,Non-Indigenous,0,3
Warrnambool and South West,100 years and over,Female,hs_finished,Indigenous,0,0
Warrnambool and South West,100 years and over,Female,hs_finished,Non-Indigenous,0,0
Warrnambool and South West,100 years and over,Female,hs_not_finished,Indigenous,0,0
Warrnambool and South West,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),15-19 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),20-29 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),30-39 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Male,hs_finished,Non-Indigenous,0,3
Migratory - Offshore - Shipping (Vic.),40-49 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),40-49 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Male,hs_not_finished,Non-Indigenous,0,4
Migratory - Offshore - Shipping (Vic.),50-59 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),50-59 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Male,hs_not_finished,Non-Indigenous,0,3
Migratory - Offshore - Shipping (Vic.),60-69 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),60-69 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),70-79 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),80-89 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Vic.),100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
No Usual Address (Vic.),15-19 years,Male,hs_finished,Indigenous,0,0
No Usual Address (Vic.),15-19 years,Male,hs_finished,Non-Indigenous,4,20
No Usual Address (Vic.),15-19 years,Male,hs_not_finished,Indigenous,0,4
No Usual Address (Vic.),15-19 years,Male,hs_not_finished,Non-Indigenous,7,40
No Usual Address (Vic.),15-19 years,Female,hs_finished,Indigenous,0,0
No Usual Address (Vic.),15-19 years,Female,hs_finished,Non-Indigenous,5,23
No Usual Address (Vic.),15-19 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),15-19 years,Female,hs_not_finished,Non-Indigenous,8,15
No Usual Address (Vic.),20-29 years,Male,hs_finished,Indigenous,0,0
No Usual Address (Vic.),20-29 years,Male,hs_finished,Non-Indigenous,76,344
No Usual Address (Vic.),20-29 years,Male,hs_not_finished,Indigenous,0,6
No Usual Address (Vic.),20-29 years,Male,hs_not_finished,Non-Indigenous,35,151
No Usual Address (Vic.),20-29 years,Female,hs_finished,Indigenous,0,4
No Usual Address (Vic.),20-29 years,Female,hs_finished,Non-Indigenous,85,377
No Usual Address (Vic.),20-29 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),20-29 years,Female,hs_not_finished,Non-Indigenous,21,55
No Usual Address (Vic.),30-39 years,Male,hs_finished,Indigenous,0,5
No Usual Address (Vic.),30-39 years,Male,hs_finished,Non-Indigenous,51,272
No Usual Address (Vic.),30-39 years,Male,hs_not_finished,Indigenous,0,3
No Usual Address (Vic.),30-39 years,Male,hs_not_finished,Non-Indigenous,35,159
No Usual Address (Vic.),30-39 years,Female,hs_finished,Indigenous,0,0
No Usual Address (Vic.),30-39 years,Female,hs_finished,Non-Indigenous,44,192
No Usual Address (Vic.),30-39 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),30-39 years,Female,hs_not_finished,Non-Indigenous,9,34
No Usual Address (Vic.),40-49 years,Male,hs_finished,Indigenous,0,0
No Usual Address (Vic.),40-49 years,Male,hs_finished,Non-Indigenous,32,138
No Usual Address (Vic.),40-49 years,Male,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),40-49 years,Male,hs_not_finished,Non-Indigenous,25,153
No Usual Address (Vic.),40-49 years,Female,hs_finished,Indigenous,0,0
No Usual Address (Vic.),40-49 years,Female,hs_finished,Non-Indigenous,18,85
No Usual Address (Vic.),40-49 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),40-49 years,Female,hs_not_finished,Non-Indigenous,8,54
No Usual Address (Vic.),50-59 years,Male,hs_finished,Indigenous,0,0
No Usual Address (Vic.),50-59 years,Male,hs_finished,Non-Indigenous,9,76
No Usual Address (Vic.),50-59 years,Male,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),50-59 years,Male,hs_not_finished,Non-Indigenous,17,113
No Usual Address (Vic.),50-59 years,Female,hs_finished,Indigenous,0,0
No Usual Address (Vic.),50-59 years,Female,hs_finished,Non-Indigenous,17,64
No Usual Address (Vic.),50-59 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),50-59 years,Female,hs_not_finished,Non-Indigenous,5,54
No Usual Address (Vic.),60-69 years,Male,hs_finished,Indigenous,0,0
No Usual Address (Vic.),60-69 years,Male,hs_finished,Non-Indigenous,3,47
No Usual Address (Vic.),60-69 years,Male,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),60-69 years,Male,hs_not_finished,Non-Indigenous,8,50
No Usual Address (Vic.),60-69 years,Female,hs_finished,Indigenous,0,0
No Usual Address (Vic.),60-69 years,Female,hs_finished,Non-Indigenous,7,35
No Usual Address (Vic.),60-69 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),60-69 years,Female,hs_not_finished,Non-Indigenous,3,21
No Usual Address (Vic.),70-79 years,Male,hs_finished,Indigenous,0,0
No Usual Address (Vic.),70-79 years,Male,hs_finished,Non-Indigenous,0,5
No Usual Address (Vic.),70-79 years,Male,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),70-79 years,Male,hs_not_finished,Non-Indigenous,0,12
No Usual Address (Vic.),70-79 years,Female,hs_finished,Indigenous,0,0
No Usual Address (Vic.),70-79 years,Female,hs_finished,Non-Indigenous,0,0
No Usual Address (Vic.),70-79 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),70-79 years,Female,hs_not_finished,Non-Indigenous,0,0
No Usual Address (Vic.),80-89 years,Male,hs_finished,Indigenous,0,0
No Usual Address (Vic.),80-89 years,Male,hs_finished,Non-Indigenous,0,0
No Usual Address (Vic.),80-89 years,Male,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),80-89 years,Male,hs_not_finished,Non-Indigenous,0,0
No Usual Address (Vic.),80-89 years,Female,hs_finished,Indigenous,0,0
No Usual Address (Vic.),80-89 years,Female,hs_finished,Non-Indigenous,0,0
No Usual Address (Vic.),80-89 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),80-89 years,Female,hs_not_finished,Non-Indigenous,0,0
No Usual Address (Vic.),90-99 years,Male,hs_finished,Indigenous,0,0
No Usual Address (Vic.),90-99 years,Male,hs_finished,Non-Indigenous,0,0
No Usual Address (Vic.),90-99 years,Male,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),90-99 years,Male,hs_not_finished,Non-Indigenous,0,0
No Usual Address (Vic.),90-99 years,Female,hs_finished,Indigenous,0,0
No Usual Address (Vic.),90-99 years,Female,hs_finished,Non-Indigenous,0,0
No Usual Address (Vic.),90-99 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
No Usual Address (Vic.),100 years and over,Male,hs_finished,Indigenous,0,0
No Usual Address (Vic.),100 years and over,Male,hs_finished,Non-Indigenous,0,0
No Usual Address (Vic.),100 years and over,Male,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
No Usual Address (Vic.),100 years and over,Female,hs_finished,Indigenous,0,0
No Usual Address (Vic.),100 years and over,Female,hs_finished,Non-Indigenous,0,0
No Usual Address (Vic.),100 years and over,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Vic.),100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Brisbane - East,15-19 years,Male,hs_finished,Indigenous,15,75
Brisbane - East,15-19 years,Male,hs_finished,Non-Indigenous,395,2243
Brisbane - East,15-19 years,Male,hs_not_finished,Indigenous,25,69
Brisbane - East,15-19 years,Male,hs_not_finished,Non-Indigenous,486,1883
Brisbane - East,15-19 years,Female,hs_finished,Indigenous,13,76
Brisbane - East,15-19 years,Female,hs_finished,Non-Indigenous,310,2379
Brisbane - East,15-19 years,Female,hs_not_finished,Indigenous,11,86
Brisbane - East,15-19 years,Female,hs_not_finished,Non-Indigenous,375,1889
Brisbane - East,20-29 years,Male,hs_finished,Indigenous,22,187
Brisbane - East,20-29 years,Male,hs_finished,Non-Indigenous,598,7601
Brisbane - East,20-29 years,Male,hs_not_finished,Indigenous,43,111
Brisbane - East,20-29 years,Male,hs_not_finished,Non-Indigenous,287,2429
Brisbane - East,20-29 years,Female,hs_finished,Indigenous,23,223
Brisbane - East,20-29 years,Female,hs_finished,Non-Indigenous,437,7956
Brisbane - East,20-29 years,Female,hs_not_finished,Indigenous,17,82
Brisbane - East,20-29 years,Female,hs_not_finished,Non-Indigenous,176,1273
Brisbane - East,30-39 years,Male,hs_finished,Indigenous,16,131
Brisbane - East,30-39 years,Male,hs_finished,Non-Indigenous,270,8406
Brisbane - East,30-39 years,Male,hs_not_finished,Indigenous,10,89
Brisbane - East,30-39 years,Male,hs_not_finished,Non-Indigenous,171,3102
Brisbane - East,30-39 years,Female,hs_finished,Indigenous,9,117
Brisbane - East,30-39 years,Female,hs_finished,Non-Indigenous,349,9095
Brisbane - East,30-39 years,Female,hs_not_finished,Indigenous,0,62
Brisbane - East,30-39 years,Female,hs_not_finished,Non-Indigenous,166,1825
Brisbane - East,40-49 years,Male,hs_finished,Indigenous,4,105
Brisbane - East,40-49 years,Male,hs_finished,Non-Indigenous,235,8722
Brisbane - East,40-49 years,Male,hs_not_finished,Indigenous,4,96
